#,Name,Catch Rate,HP,Male,Female,Egg Group,Held Item,Location
1,Bulbasaur,45,45,87.50%,12.50%,"Monster, Plant",None,Grass | Kanto | Route 5 | Rare | Lvl.10
Old Rod | Sinnoh | Sunyshore City | Very Common | Lvl.5-15
Good Rod | Sinnoh | Sunyshore City | Very Common | Lvl.10-25
Old Rod | Sinnoh | Twinleaf Town | Very Common | Lvl.5-15
Good Rod | Sinnoh | Twinleaf Town | Very Common | Lvl.10-25
Old Rod | Sinnoh | Valley Windworks | Very Common | Lvl.5-15
Good Rod | Sinnoh | Valley Windworks | Very Common | Lvl.10-25
Old Rod | Sinnoh | Victory Road | Very Common | Lvl.5-15
Good Rod | Sinnoh | Victory Road | Very Common | Lvl.10-25"
130,Gyarados,45,95,50%,50%,"Water B, Dragon",None,"Super Rod | Kanto | Berry Forest | Uncommon | Lvl.25-40
Super Rod | Kanto | Bond Bridge | Common | Lvl.25-40
Super Rod | Kanto | Cape Brink | Uncommon | Lvl.25-40
Super Rod | Kanto | Cerulean Cave | Uncommon | Lvl.25-40
Super Rod | Kanto | Cerulean City | Uncommon | Lvl.25-40
Super Rod | Kanto | Cinnabar Island | Uncommon | Lvl.25-40
Super Rod | Kanto | Five Island | Uncommon | Lvl.25-40
Super Rod | Kanto | Five Isle Meadow | Uncommon | Lvl.25-40
Super Rod | Kanto | Four Island | Uncommon | Lvl.25-40
Good Rod | Kanto | Fuchsia City | Rare | Lvl.20-25
Super Rod | Kanto | Fuchsia City | Uncommon | Lvl.25-40
Super Rod | Kanto | Green Path | Uncommon | Lvl.25-40
Super Rod | Kanto | Icefall Cave | Uncommon | Lvl.25-40
Super Rod | Kanto | Kindle Road | Uncommon | Lvl.25-40
Super Rod | Kanto | Memorial Pillar | Uncommon | Lvl.25-40
Super Rod | Kanto | One Island | Uncommon | Lvl.25-40
Super Rod | Kanto | Outcast Island | Uncommon | Lvl.25-40
Super Rod | Kanto | Pallet Town | Uncommon | Lvl.25-40
Super Rod | Kanto | Resort Gorgeous | Uncommon | Lvl.25-40
Super Rod | Kanto | Route 4 | Uncommon | Lvl.25-40
Super Rod | Kanto | Route 6 | Uncommon | Lvl.25-40
Super Rod | Kanto | Route 10 | Uncommon | Lvl.25-40
Super Rod | Kanto | Route 11 | Common | Lvl.25-40
Super Rod | Kanto | Route 12 | Uncommon | Lvl.25-40
Super Rod | Kanto | Route 13 | Uncommon | Lvl.25-40
Super Rod | Kanto | Route 19 | Rare | Lvl.25-40
Super Rod | Kanto | Route 20 | Uncommon | Lvl.25-40
Super Rod | Kanto | Route 21 | Uncommon | Lvl.25-40
Super Rod | Kanto | Route 22 | Uncommon | Lvl.25-40
Super Rod | Kanto | Route 23 | Uncommon | Lvl.25-40
Super Rod | Kanto | Route 24 | Uncommon | Lvl.25-40
Super Rod | Kanto | Route 25 | Uncommon | Lvl.25-40
Super Rod | Kanto | Ruin Valley | Uncommon | Lvl.25-40
Super Rod | Kanto | S.s. Anne | Uncommon | Lvl.25-40
Super Rod | Kanto | Seafoam Islands | Uncommon | Lvl.25-40
Super Rod | Kanto | Tanoby Ruins | Uncommon | Lvl.25-40
Super Rod | Kanto | Trainer Tower | Uncommon | Lvl.25-40
Super Rod | Kanto | Treasure Beach | Uncommon | Lvl.25-40
Super Rod | Kanto | Vermilion City | Uncommon | Lvl.25-40
Super Rod | Kanto | Viridian City | Uncommon | Lvl.25-40
Super Rod | Kanto | Water Labyrinth | Uncommon | Lvl.25-40
Super Rod | Kanto | Water Path | Uncommon | Lvl.25-40
Super Rod | Hoenn | Sootopolis City | Rare | Lvl.30-40
Super Rod | Sinnoh | Canalave City | Very Common | Lvl.30-55
Super Rod | Sinnoh | Celestic Town | Very Common | Lvl.30-55
Super Rod | Sinnoh | Eterna City | Very Common | Lvl.30-55
Super Rod | Sinnoh | Fuego Ironworks | Very Common | Lvl.30-55
Good Rod | Sinnoh | Great Marsh | Very Rare | Lvl.20-25
Super Rod | Sinnoh | Great Marsh | Rare | Lvl.30-55
Super Rod | Sinnoh | Iron Island | Very Common | Lvl.30-55
Super Rod | Sinnoh | Lake Acuity | Very Common | Lvl.30-55
Super Rod | Sinnoh | Lake Valor | Very Common | Lvl.30-55
Super Rod | Sinnoh | Lake Verity | Very Common | Lvl.30-55
Super Rod | Sinnoh | Mt. Coronet | Very Common | Lvl.30-55
Super Rod | Sinnoh | Oreburgh Gate | Very Common | Lvl.30-55
Super Rod | Sinnoh | Pastoria City | Very Common | Lvl.30-55
Super Rod | Sinnoh | Pokémon League | Very Common | Lvl.30-55
Super Rod | Sinnoh | Ravaged Path | Very Common | Lvl.30-55
Super Rod | Sinnoh | Route 203 | Very Common | Lvl.30-55
Super Rod | Sinnoh | Route 204 | Very Common | Lvl.30-55
Super Rod | Sinnoh | Route 205 | Very Common | Lvl.30-55
Super Rod | Sinnoh | Route 208 | Very Common | Lvl.30-55
Super Rod | Sinnoh | Route 209 | Very Common | Lvl.30-55
Super Rod | Sinnoh | Route 210 | Very Common | Lvl.30-55
Super Rod | Sinnoh | Route 212 | Very Common | Lvl.30-55
Super Rod | Sinnoh | Route 213 | Very Common | Lvl.30-55
Super Rod | Sinnoh | Route 214 | Very Common | Lvl.30-55
Super Rod | Sinnoh | Route 218 | Very Common | Lvl.30-55
Super Rod | Sinnoh | Route 219 | Very Common | Lvl.30-55
Super Rod | Sinnoh | Route 220 | Very Common | Lvl.30-55
Super Rod | Sinnoh | Route 221 | Very Common | Lvl.30-55
Super Rod | Sinnoh | Route 222 | Very Common | Lvl.30-55
Super Rod | Sinnoh | Route 223 | Very Common | Lvl.30-55
Super Rod | Sinnoh | Route 224 | Very Common | Lvl.30-55
Super Rod | Sinnoh | Route 225 | Very Common | Lvl.30-55
Super Rod | Sinnoh | Route 226 | Very Common | Lvl.30-55
Super Rod | Sinnoh | Route 227 | Very Common | Lvl.30-55
Super Rod | Sinnoh | Route 228 | Very Common | Lvl.30-55
Super Rod | Sinnoh | Route 229 | Very Common | Lvl.30-55
Super Rod | Sinnoh | Route 230 | Very Common | Lvl.30-55
Super Rod | Sinnoh | Sendoff Spring | Very Common | Lvl.30-55
Super Rod | Sinnoh | Sunyshore City | Very Common | Lvl.30-55
Super Rod | Sinnoh | Twinleaf Town | Very Common | Lvl.30-55
Super Rod | Sinnoh | Valley Windworks | Very Common | Lvl.30-55
Super Rod | Sinnoh | Victory Road | Very Common | Lvl.30-55"
131,Lapras,45,130,50%,50%,"Monster, Water A",Mystic Water,"Water | Kanto | Icefall Cave | Rare | Lvl.40-50
Water | Kanto | Route 19 | Rare | Lvl.30-35
Water | Kanto | Route 20 | Rare | Lvl.30-35
Water | Sinnoh | Victory Road | Rare | Lvl.40-55"
132,Ditto,35,48,unknown,unknown,Ditto,"Quick Powder, Metal Powder","Cave | Kanto | Cerulean Cave | Rare | Lvl.54-60
Inside | Kanto | Pokémon Mansion | Rare | Lvl.30
Grass | Kanto | Route 13 | Rare | Lvl.25
Grass | Kanto | Route 14 | Uncommon | Lvl.25
Grass | Kanto | Route 15 | Uncommon | Lvl.25
Grass | Kanto | Route 23 | Rare | Lvl.38-42
Cave | Hoenn | Desert Underpass | Very Common | Lvl.40-45
Grass | Unova | Giant Chasm | Rare | Lvl.53-55
Dark Grass | Unova | Giant Chasm | Rare | Lvl.58-60"
133,Eevee,45,55,87.50%,12.50%,Field,None,Grass | Kanto | Route 17 | Rare | Lvl.22
143,Snorlax,25,160,87.50%,12.50%,Monster,"Leftovers, Chesto Berry",Cave | Kanto | Cerulean Cave | Rare | Lvl.54-60
147,Dratini,45,41,50%,50%,"Water A, Dragon",Dragon Scale,"Super Rod | Kanto | Route 10 | Rare | Lvl.25-30
Super Rod | Kanto | Safari Zone | Uncommon | Lvl.25-30
Super Rod | Unova | Dragonspiral Tower | Uncommon | Lvl.25-40
Super Rod | Sinnoh | Mt. Coronet | Uncommon | Lvl.15-25"
148,Dragonair,45,61,50%,50%,"Water A, Dragon","Dragon Scale, Dragon Fang","Super Rod | Kanto | Route 10 | Very Rare | Lvl.30
Super Rod | Kanto | Safari Zone | Rare | Lvl.30
Super Rod | Unova | Dragonspiral Tower | Rare | Lvl.30-40
Super Rod | Sinnoh | Mt. Coronet | Very Rare | Lvl.30-55"
152,Chikorita,45,45,87.50%,12.50%,"Monster, Plant",None,Grass | Hoenn | Safari Zone (Area 5) | Very Rare | Lvl.35
155,Cyndaquil,45,39,87.50%,12.50%,Field,None,Grass | Hoenn | Safari Zone (Area 6) | Very Rare | Lvl.35
158,Totodile,45,50,87.50%,12.50%,"Monster, Water A",None,Water | Hoenn | Safari Zone (Area 5) | Very Rare | Lvl.35
161,Sentret,255,35,50%,50%,Field,Oran Berry,"Grass | Kanto | Canyon Entrance (Morning/Day) | Uncommon | Lvl.48-50
Grass | Kanto | Five Isle Meadow | Uncommon | Lvl.48-50
Grass | Kanto | Route 1 (Morning/Day) | Uncommon | Lvl.2-4
Grass | Kanto | Water Path | Uncommon | Lvl.48-50"
162,Furret,90,85,50%,50%,Field,Oran Berry,"Grass | Kanto | Canyon Entrance (Morning/Day) | Uncommon | Lvl.48-50
Grass | Kanto | Five Isle Meadow | Uncommon | Lvl.48-50
Grass | Kanto | Water Path (Morning/Day) | Rare | Lvl.48-50"
163,Hoothoot,255,60,50%,50%,Flying,None,"Grass | Kanto | Route 1 (Night) | Very Common | Lvl.2-5
Grass | Kanto | Route 2 (Night) | Uncommon | Lvl.4-6
Grass | Kanto | Route 5 (Night) | Uncommon | Lvl.12-15
Grass | Kanto | Route 11 (Night) | Uncommon | Lvl.13-17
Grass | Kanto | Route 25 (Night) | Uncommon | Lvl.12-14
Grass | Kanto | Viridian Forest (Night) | Common | Lvl.5-7
Grass | Hoenn | Safari Zone | Rare | Lvl.35-37
Grass | Sinnoh | Eterna Forest (Night) | Uncommon | Lvl.12
Inside | Sinnoh | Great Marsh (Night) | Very Rare | Lvl.27-29
Grass | Sinnoh | Route 205 (Night) | Uncommon | Lvl.12
Grass | Sinnoh | Route 210 (Night) | Uncommon | Lvl.20-27
Grass | Sinnoh | Route 211 (Night) | Uncommon | Lvl.15"
164,Noctowl,90,100,50%,50%,Flying,None,"Grass | Kanto | Route 8 (Night) | Uncommon | Lvl.20-22
Grass | Kanto | Route 13 (Night) | Rare | Lvl.29
Grass | Kanto | Route 14 (Night) | Uncommon | Lvl.29
Grass | Kanto | Route 15 (Night) | Uncommon | Lvl.29
Grass | Unova | Abundant Shrine (Night) | Uncommon | Lvl.48-50
Dark Grass | Unova | Abundant Shrine (Night) | Uncommon | Lvl.53-55
Grass | Sinnoh | Acuity Lakefront (Night) | Uncommon | Lvl.35
Inside | Sinnoh | Great Marsh (Night) | Very Rare | Lvl.28-30
Grass | Sinnoh | Lake Acuity (Night) | Uncommon | Lvl.38-40
Grass | Sinnoh | Lake Valor (Night) | Common | Lvl.40-41
Grass | Sinnoh | Mt. Coronet (Night) | Uncommon | Lvl.39
Grass | Sinnoh | Route 210 (Night) | Rare | Lvl.21-27
Grass | Sinnoh | Route 211 (Night) | Rare | Lvl.28-29
Grass | Sinnoh | Route 216 (Night) | Uncommon | Lvl.33
Grass | Sinnoh | Route 217 (Night) | Uncommon | Lvl.35
Grass | Sinnoh | Sendoff Spring (Night) | Uncommon | Lvl.38-40"
165,Ledyba,255,40,50%,50%,Bug,None,"Grass | Kanto | Pattern Bush (Morning/Day) | Uncommon | Lvl.50-52
Grass | Kanto | Viridian Forest (Morning) | Uncommon | Lvl.5-7
Grass | Hoenn | Safari Zone | Rare | Lvl.35-37"
166,Ledian,90,55,50%,50%,Bug,None,"Grass | Kanto | Pattern Bush (Morning) | Uncommon | Lvl.50-52
Dark Grass | Unova | Dreamyard (Morning/Day) | Uncommon | Lvl.49
Grass | Sinnoh | Route 229 (Morning) | Uncommon | Lvl.51-52"
167,Spinarak,255,40,50%,50%,Bug,None,"Grass | Kanto | Pattern Bush (Day/Night) | Uncommon | Lvl.50-52
Grass | Kanto | Viridian Forest (Night) | Uncommon | Lvl.5-7
Grass | Hoenn | Safari Zone | Very Rare | Lvl.35-37"
168,Ariados,90,70,50%,50%,Bug,None,"Grass | Kanto | Pattern Bush (Night) | Uncommon | Lvl.50-52
Cave | Hoenn | Sky Pillar (Night) | Uncommon | Lvl.37-38
Dark Grass | Unova | Dreamyard (Night) | Uncommon | Lvl.49
Grass | Sinnoh | Route 229 (Night) | Uncommon | Lvl.51-52"
170,Chinchou,190,75,50%,50%,Water B,"Yellow Shard, Deep Sea Scale","Good Rod | Kanto | Cinnabar Island | Uncommon | Lvl.10-25
Super Rod | Kanto | Cinnabar Island | Uncommon | Lvl.25-40
Good Rod | Kanto | Pallet Town | Rare | Lvl.10-25
Super Rod | Kanto | Pallet Town | Uncommon | Lvl.25-40
Good Rod | Kanto | Route 20 | Rare | Lvl.10-25
Super Rod | Kanto | Route 20 | Uncommon | Lvl.25-40
Good Rod | Kanto | Route 21 | Rare | Lvl.10-25
Super Rod | Kanto | Route 21 | Uncommon | Lvl.25-40
Good Rod | Kanto | S.s. Anne | Rare | Lvl.10-25
Super Rod | Kanto | S.s. Anne | Uncommon | Lvl.25-40
Good Rod | Kanto | Vermilion City | Rare | Lvl.10-25
Super Rod | Kanto | Vermilion City | Uncommon | Lvl.25-40
Water | Hoenn | Underwater | Very Common | Lvl.30-35
Super Rod | Unova | Driftveil City | Very Common | Lvl.35-55
Super Rod | Unova | Route 18 | Uncommon | Lvl.35-55
Super Rod | Sinnoh | Route 220 | Very Common | Lvl.15-25"
171,Lanturn,75,125,50%,50%,Water B,"Yellow Shard, Deep Sea Scale","Super Rod | Kanto | Cinnabar Island | Rare | Lvl.27-40
Super Rod | Kanto | Pallet Town | Rare | Lvl.27-40
Super Rod | Kanto | Route 20 | Rare | Lvl.27-40
Super Rod | Kanto | Route 21 | Rare | Lvl.27-40
Super Rod | Kanto | S.s. Anne | Rare | Lvl.27-40
Super Rod | Kanto | Vermilion City | Rare | Lvl.27-40
Water | Hoenn | Underwater | Uncommon | Lvl.30-35
Super Rod | Sinnoh | Route 220 | Uncommon | Lvl.27-45"
175,Togepi,190,35,87.50%,12.50%,Cannot Bread,Shiny Stone,Grass | Sinnoh | Route 230 | Rare | Lvl.47
177,Natu,190,40,50%,50%,Flying,None,"Grass | Kanto | Ruin Valley | Uncommon | Lvl.50-52
Grass | Hoenn | Safari Zone | Uncommon | Lvl.27-29"
178,Xatu,75,65,50%,50%,Flying,None,"Grass | Kanto | Ruin Valley (Morning/Day) | Rare | Lvl.50-52
Grass | Hoenn | Safari Zone | Very Rare | Lvl.28-30"
179,Mareep,235,55,50%,50%,"Monster, Field",None,"Cave | Kanto | Altering Cave | Very Rare | Lvl.18-28
Cave | Hoenn | Altering Cave | Very Rare | Lvl.18-28
Grass | Hoenn | Safari Zone | Rare | Lvl.35-37"
183,Marill,190,70,50%,50%,"Water A, Fairy",None,"Water | Kanto | Four Island | Very Common | Lvl.40-50
Water | Kanto | Icefall Cave | Very Rare | Lvl.40-50
Grass | Kanto | Ruin Valley | Uncommon | Lvl.50-52
Water | Kanto | Ruin Valley | Very Common | Lvl.40-50
Water | Hoenn | Petalburg City | Very Common | Lvl.20-30
Water | Hoenn | Route 102 | Very Common | Lvl.20-30
Grass | Hoenn | Route 104 | Common | Lvl.4-5
Water | Hoenn | Route 111 | Very Common | Lvl.20-30
Grass | Hoenn | Route 112 | Common | Lvl.14-16
Water | Hoenn | Route 114 | Very Common | Lvl.20-30
Grass | Hoenn | Route 117 | Uncommon | Lvl.13
Water | Hoenn | Route 117 | Very Common | Lvl.20-30
Grass | Hoenn | Route 120 | Uncommon | Lvl.25-27
Water | Hoenn | Route 120 | Common | Lvl.25-30
Water | Hoenn | Route 123 | Very Common | Lvl.25-30
Water | Hoenn | Safari Zone | Uncommon | Lvl.35-40
Inside | Sinnoh | Great Marsh | Very Rare | Lvl.27-29
Water | Sinnoh | Great Marsh | Very Rare | Lvl.20-30
Grass | Sinnoh | Route 212 | Uncommon | Lvl.21-23
Grass | Sinnoh | Route 215 | Common | Lvl.20-22"
184,Azumarill,75,100,50%,50%,"Water A, Fairy",None,"Water | Kanto | Four Island | Rare | Lvl.40-50
Water | Hoenn | Petalburg City | Very Common | Lvl.20-30
Water | Hoenn | Route 102 | Common | Lvl.20-30
Water | Hoenn | Route 111 | Very Common | Lvl.20-30
Water | Hoenn | Route 114 | Common | Lvl.20-30
Water | Hoenn | Route 117 | Common | Lvl.20-30
Water | Hoenn | Route 120 | Common | Lvl.25-30
Water | Hoenn | Route 123 | Very Common | Lvl.25-30
Water | Hoenn | Safari Zone | Rare | Lvl.35-40
Cave | Sinnoh | Victory Road | Rare | Lvl.42-51"
185,Sudowoodo,65,70,50%,50%,Mineral,None,"Grass | Sinnoh | Route 209 | Rare | Lvl.17-19
Grass | Sinnoh | Route 210 | Rare | Lvl.19-20
Grass | Sinnoh | Route 214 | Rare | Lvl.23-24
Grass | Sinnoh | Route 221 | Rare | Lvl.29-31"
187,Hoppip,255,35,50%,50%,"Fairy, Plant",None,"Water | Kanto | Five Island | Very Common | Lvl.40-50
Grass | Kanto | Five Isle Meadow | Rare | Lvl.48-50
Water | Kanto | Five Isle Meadow | Very Common | Lvl.40-50
Grass | Kanto | Memorial Pillar | Very Common | Lvl.48-50
Water | Kanto | Memorial Pillar | Very Common | Lvl.40-50
Water | Kanto | Resort Gorgeous | Very Common | Lvl.40-50
Grass | Kanto | Route 11 (Morning/Day) | Uncommon | Lvl.12-16
Grass | Kanto | Route 13 (Morning/Day) | Rare | Lvl.25-27
Grass | Kanto | Route 14 (Morning/Day) | Rare | Lvl.24-26
Grass | Kanto | Route 15 (Morning/Day) | Uncommon | Lvl.24-26
Water | Kanto | Water Labyrinth | Very Common | Lvl.40-50"
188,Skiploom,120,55,50%,50%,"Fairy, Plant",None,"Grass | Kanto | Five Isle Meadow (Morning/Day) | Rare | Lvl.48-50
Grass | Kanto | Memorial Pillar | Very Common | Lvl.48-50
Grass | Kanto | Route 14 (Morning/Day) | Uncommon | Lvl.28-30"
190,Aipom,45,55,50%,50%,Field,None,"Cave | Kanto | Altering Cave | Very Rare | Lvl.18-28
Cave | Hoenn | Altering Cave | Very Rare | Lvl.18-28
Grass | Hoenn | Safari Zone | Uncommon | Lvl.36-39"
191,Sunkern,235,30,50%,50%,Plant,"Sun Stone, Coba Berry","Grass | Kanto | Route 24 (Day) | Rare | Lvl.11-12
Grass | Hoenn | Safari Zone | Rare | Lvl.35-37
Grass | Unova | Route 12 | Uncommon | Lvl.47
Dark Grass | Unova | Route 12 | Uncommon | Lvl.52"
193,Yanma,75,65,50%,50%,Bug,Wide Lens,"Grass | Kanto | Ruin Valley | Uncommon | Lvl.50-52
Inside | Sinnoh | Great Marsh | Very Rare | Lvl.30-31"
194,Wooper,255,55,50%,50%,"Water A, Field",None,"Water | Kanto | Four Island | Very Common | Lvl.40-50
Water | Kanto | Icefall Cave | Rare | Lvl.40-50
Grass | Kanto | Route 10 (Night) | Rare | Lvl.14-17
Water | Kanto | Route 12 | Uncommon | Lvl.30-35
Grass | Kanto | Ruin Valley | Uncommon | Lvl.50-52
Water | Kanto | Ruin Valley | Very Common | Lvl.40-50
Water | Hoenn | Safari Zone | Uncommon | Lvl.35-40
Inside | Sinnoh | Great Marsh | Very Rare | Lvl.28-30
Water | Sinnoh | Great Marsh | Uncommon | Lvl.20-30
Grass | Sinnoh | Route 212 | Uncommon | Lvl.23-25
Water | Sinnoh | Route 212 | Very Common | Lvl.20-40"
195,Quagsire,90,95,50%,50%,"Water A, Field",None,"Water | Kanto | Four Island | Uncommon | Lvl.40-50
Water | Kanto | Route 12 | Rare | Lvl.30-35
Water | Kanto | Route 13 | Uncommon | Lvl.30-35
Grass | Kanto | Route 13 (Night) | Rare | Lvl.28-30
Grass | Kanto | Route 14 (Night) | Uncommon | Lvl.28-30
Grass | Kanto | Route 15 (Night) | Uncommon | Lvl.28-30
Grass | Kanto | Ruin Valley (Night) | Uncommon | Lvl.50-52
Water | Hoenn | Safari Zone | Rare | Lvl.35-40
Inside | Sinnoh | Great Marsh | Very Rare | Lvl.30
Water | Sinnoh | Great Marsh | Very Rare | Lvl.20-40
Grass | Sinnoh | Route 212 | Uncommon | Lvl.24-26
Water | Sinnoh | Route 212 | Uncommon | Lvl.20-40"
198,Murkrow,30,60,50%,50%,Flying,Dusk Stone,"Cave | Kanto | Lost Cave | Rare | Lvl.50-52
Grass | Kanto | Route 7 (Night) | Rare | Lvl.18-20
Grass | Kanto | Route 16 (Night) | Uncommon | Lvl.20-25
Grass | Kanto | Route 18 (Night) | Uncommon | Lvl.26-28
Grass | Unova | Abundant Shrine (Night) | Uncommon | Lvl.48
Dark Grass | Unova | Abundant Shrine (Night) | Uncommon | Lvl.53
Grass | Sinnoh | Eterna Forest (Night) | Uncommon | Lvl.10-11
Cave | Sinnoh | Route 209 (Night) | Uncommon | Lvl.17-21"
200,Misdreavus,45,60,50%,50%,Chaos,"Spell Tag, Dusk Stone","Cave | Kanto | Lost Cave | Rare | Lvl.50-52
Grass | Unova | Abundant Shrine (Night) | Uncommon | Lvl.48
Dark Grass | Unova | Abundant Shrine (Night) | Uncommon | Lvl.53
Grass | Sinnoh | Eterna Forest (Night) | Uncommon | Lvl.10-11
Cave | Sinnoh | Route 209 (Night) | Uncommon | Lvl.17-21"
201,Unown,225,48,unknown,unknown,Cannot Bread,None,"Cave | Kanto | Dilford Chamber | Very Common | Lvl.25
Cave | Kanto | Liptoo Chamber | Very Common | Lvl.25
Cave | Kanto | Monean Chamber | Very Common | Lvl.25
Cave | Kanto | Rixy Chamber | Very Common | Lvl.25
Cave | Kanto | Scufib Chamber | Very Common | Lvl.25
Cave | Kanto | Viapois Chamber | Very Common | Lvl.25
Cave | Kanto | Weepth Chamber | Very Common | Lvl.25
Cave | Sinnoh | Solaceon Ruins | Very Rare | Lvl.20-30"
202,Wobbuffet,45,190,50%,50%,Chaos,None,"Cave | Kanto | Cerulean Cave | Rare | Lvl.54-60
Grass | Kanto | Ruin Valley | Rare | Lvl.50-52
Grass | Hoenn | Safari Zone | Uncommon | Lvl.28-30"
203,Girafarig,60,70,50%,50%,Field,Persim Berry,"Grass | Hoenn | Safari Zone | Uncommon | Lvl.28-30
Grass | Sinnoh | Route 214 | Uncommon | Lvl.24
Grass | Sinnoh | Route 221 | Uncommon | Lvl.28-30
Grass | Sinnoh | Valor Lakefront | Common | Lvl.26-28"
204,Pineco,190,50,50%,50%,Bug,None,"Cave | Kanto | Altering Cave | Very Rare | Lvl.19-29
Cave | Hoenn | Altering Cave | Very Rare | Lvl.19-29
Grass | Hoenn | Safari Zone | Very Rare | Lvl.35-37"
206,Dunsparce,190,100,50%,50%,Field,None,"Grass | Kanto | Three Isle Port | Very Common | Lvl.46-48
Grass | Unova | Route 12 | Uncommon | Lvl.48-49
Dark Grass | Unova | Route 12 | Uncommon | Lvl.53-54"
207,Gligar,60,65,50%,50%,Bug,Razor Fang,"Grass | Hoenn | Safari Zone | Very Rare | Lvl.37-40
Grass | Unova | Route 11 | Uncommon | Lvl.47-50
Dark Grass | Unova | Route 11 | Uncommon | Lvl.52-55
Grass | Unova | Route 15 | Uncommon | Lvl.47-49
Dark Grass | Unova | Route 15 | Uncommon | Lvl.52-54
Grass | Sinnoh | Route 206 | Uncommon | Lvl.16-18"
209,Snubbull,190,60,25%,75%,"Field, Fairy",None,"Cave | Kanto | Altering Cave | Very Rare | Lvl.18-28
Grass | Kanto | Route 5 (Morning/Day) | Rare | Lvl.12-14
Grass | Kanto | Route 6 (Morning/Day) | Rare | Lvl.12-14
Grass | Kanto | Route 7 (Morning/Day) | Rare | Lvl.18-20
Grass | Kanto | Route 8 (Morning/Day) | Rare | Lvl.18-20
Cave | Hoenn | Altering Cave | Very Rare | Lvl.18-28
Grass | Hoenn | Safari Zone | Very Rare | Lvl.35-37"
211,Qwilfish,45,65,50%,50%,Water B,Poison Barb,"Super Rod | Kanto | Five Isle Meadow | Uncommon | Lvl.25-40
Super Rod | Kanto | Green Path | Uncommon | Lvl.25-40
Super Rod | Kanto | Memorial Pillar | Uncommon | Lvl.25-40
Super Rod | Kanto | Outcast Island | Uncommon | Lvl.25-40
Super Rod | Kanto | Resort Gorgeous | Uncommon | Lvl.25-40
Super Rod | Kanto | Route 12 | Rare | Lvl.25-40
Super Rod | Kanto | Route 13 | Rare | Lvl.25-40
Super Rod | Kanto | Tanoby Ruins | Uncommon | Lvl.25-40
Super Rod | Kanto | Trainer Tower | Uncommon | Lvl.25-40
Super Rod | Kanto | Water Labyrinth | Uncommon | Lvl.25-40
Super Rod | Kanto | Water Path | Uncommon | Lvl.25-40
Super Rod | Sinnoh | Iron Island | Rare | Lvl.20-50"
214,Heracross,45,80,50%,50%,Bug,None,"Grass | Kanto | Pattern Bush | Uncommon | Lvl.50-52
Grass | Hoenn | Safari Zone | Very Rare | Lvl.28-30
Grass | Unova | Route 12 | Rare | Lvl.50
Dark Grass | Unova | Route 12 | Rare | Lvl.55"
215,Sneasel,60,55,50%,50%,Field,"Grip Claw, Razor Claw, Quick Claw","Cave | Kanto | Icefall Cave | Very Rare | Lvl.48-50
Cave | Unova | Giant Chasm | Uncommon | Lvl.48
Grass | Sinnoh | Acuity Lakefront | Uncommon | Lvl.33-35
Grass | Sinnoh | Lake Acuity | Rare | Lvl.41
Grass | Sinnoh | Route 216 | Uncommon | Lvl.33-35
Grass | Sinnoh | Route 217 | Uncommon | Lvl.33-35
Cave | Sinnoh | Snowpoint Temple | Uncommon | Lvl.50-56"
216,Teddiursa,120,60,50%,50%,Field,Oran Berry,"Cave | Kanto | Altering Cave | Very Rare | Lvl.8-20
Cave | Hoenn | Altering Cave | Very Rare | Lvl.8-20
Grass | Hoenn | Safari Zone | Uncommon | Lvl.35-37"
217,Ursaring,60,90,50%,50%,Field,Oran Berry,Cave | Kanto | Victory Road | Rare | Lvl.44-48
218,Slugma,190,40,50%,50%,Chaos,None,"Cave | Kanto | Mt. Ember | Very Common | Lvl.38-48
Grass | Kanto | Route 16 (Morning/Day) | Rare | Lvl.20-25
Grass | Kanto | Route 17 | Uncommon | Lvl.24-28
Grass | Kanto | Route 18 (Morning/Day) | Rare | Lvl.26-28
Cave | Hoenn | Fiery Path | Uncommon | Lvl.15
Grass | Hoenn | Route 113 | Common | Lvl.15-18
Cave | Sinnoh | Stark Mountain | Rare | Lvl.52-53"
219,Magcargo,75,60,50%,50%,Chaos,None,"Cave | Kanto | Mt. Ember | Rare | Lvl.40-48
Cave | Sinnoh | Stark Mountain | Common | Lvl.55-58"
220,Swinub,225,50,50%,50%,Field,Aspear Berry,"Cave | Kanto | Icefall Cave | Rare | Lvl.48-50
Grass | Sinnoh | Acuity Lakefront | Uncommon | Lvl.32-34
Grass | Sinnoh | Route 217 | Uncommon | Lvl.32-34"
221,Piloswine,75,100,50%,50%,Field,"Never Melt Ice, Aspear Berry","Cave | Kanto | Icefall Cave | Rare | Lvl.48-50
Cave | Unova | Giant Chasm | Common | Lvl.47-49
Grass | Unova | Giant Chasm | Uncommon | Lvl.52-54
Dark Grass | Unova | Giant Chasm | Uncommon | Lvl.57-59"
222,Corsola,60,65,25%,75%,"Water A, Water C","Red Shard, Hard Stone","Good Rod | Kanto | Cerulean City (Morning/Day) | Rare | Lvl.10-25
Super Rod | Kanto | Cerulean City | Uncommon | Lvl.25-40
Good Rod | Kanto | Route 19 (Morning/Day) | Rare | Lvl.10-25
Super Rod | Kanto | Route 19 (Morning/Day) | Uncommon | Lvl.25-40
Super Rod | Hoenn | Ever Grande City | Uncommon | Lvl.30-40
Super Rod | Hoenn | Route 128 | Uncommon | Lvl.30-40
Water | Hoenn | UnderwaterLvl.30-35
